field_id,rap_variable_name
p102_i2_a1,"Pulse rate, automated reading | Instance 2 | Array 1"
p102_i3_a0,"Pulse rate, automated reading | Instance 3 | Array 0"
p102_i3_a1,"Pulse rate, automated reading | Instance 3 | Array 1"
p111_i0,Aide-memoire completed | Instance 0
p111_i1,Aide-memoire completed | Instance 1
p115_i0,Father's month of birth | Instance 0
p117_i0,Mother's month of birth | Instance 0
p118_i0,Mother's day of birth | Instance 0
p120_i0,Birth weight known | Instance 0
p120_i1,Birth weight known | Instance 1
p120_i2,Birth weight known | Instance 2
p129_i0,Place of birth in UK - north co-ordinate | Instance 0
p129_i1,Place of birth in UK - north co-ordinate | Instance 1
p129_i2,Place of birth in UK - north co-ordinate | Instance 2
p130_i0,Place of birth in UK - east co-ordinate | Instance 0
p130_i1,Place of birth in UK - east co-ordinate | Instance 1
p130_i2,Place of birth in UK - east co-ordinate | Instance 2
p132_i0,Job code at visit - entered | Instance 0
p132_i1,Job code at visit - entered | Instance 1
p132_i2,Job code at visit - entered | Instance 2
p132_i3,Job code at visit - entered | Instance 3
p134_i0,Number of self-reported cancers | Instance 0
p134_i1,Number of self-reported cancers | Instance 1
p134_i2,Number of self-reported cancers | Instance 2
p134_i3,Number of self-reported cancers | Instance 3
p135_i0,Number of self-reported non-cancer illnesses | Instance 0
p135_i1,Number of self-reported non-cancer illnesses | Instance 1
p135_i2,Number of self-reported non-cancer illnesses | Instance 2
p135_i3,Number of self-reported non-cancer illnesses | Instance 3
p136_i0,"Number of operations, self-reported | Instance 0"
p136_i1,"Number of operations, self-reported | Instance 1"
p136_i2,"Number of operations, self-reported | Instance 2"
p136_i3,"Number of operations, self-reported | Instance 3"
p137_i0,Number of treatments/medications taken | Instance 0
p137_i1,Number of treatments/medications taken | Instance 1
p137_i2,Number of treatments/medications taken | Instance 2
p137_i3,Number of treatments/medications taken | Instance 3
p146_i0,Father's day of birth | Instance 0
p189,Townsend deprivation index at recruitment
p190,Reason lost to follow-up
p191,Date lost to follow-up
p200,Date of consenting to join UK Biobank
p393,Program (tactus) version ID (compiler timestamp)
p396_i0_a1,Number of columns displayed in round | Instance 0 | Array 1
p396_i0_a2,Number of columns displayed in round | Instance 0 | Array 2
p396_i0_a3,Number of columns displayed in round | Instance 0 | Array 3
p396_i1_a1,Number of columns displayed in round | Instance 1 | Array 1
p396_i1_a2,Number of columns displayed in round | Instance 1 | Array 2
p396_i1_a3,Number of columns displayed in round | Instance 1 | Array 3
p396_i2_a1,Number of columns displayed in round | Instance 2 | Array 1
p396_i2_a2,Number of columns displayed in round | Instance 2 | Array 2
p396_i2_a3,Number of columns displayed in round | Instance 2 | Array 3
p396_i3_a1,Number of columns displayed in round | Instance 3 | Array 1
p396_i3_a2,Number of columns displayed in round | Instance 3 | Array 2
p396_i3_a3,Number of columns displayed in round | Instance 3 | Array 3
p397_i0_a1,Number of rows displayed in round | Instance 0 | Array 1
p397_i0_a2,Number of rows displayed in round | Instance 0 | Array 2
p397_i1_a1,Number of rows displayed in round | Instance 1 | Array 1
p397_i1_a2,Number of rows displayed in round | Instance 1 | Array 2
p397_i2_a1,Number of rows displayed in round | Instance 2 | Array 1
p397_i2_a2,Number of rows displayed in round | Instance 2 | Array 2
p397_i3_a1,Number of rows displayed in round | Instance 3 | Array 1
p397_i3_a2,Number of rows displayed in round | Instance 3 | Array 2
p398_i0_a1,Number of correct matches in round | Instance 0 | Array 1
p398_i0_a2,Number of correct matches in round | Instance 0 | Array 2
p398_i0_a3,Number of correct matches in round | Instance 0 | Array 3
p398_i1_a1,Number of correct matches in round | Instance 1 | Array 1
p398_i1_a2,Number of correct matches in round | Instance 1 | Array 2
p398_i1_a3,Number of correct matches in round | Instance 1 | Array 3
p398_i2_a1,Number of correct matches in round | Instance 2 | Array 1
p398_i2_a2,Number of correct matches in round | Instance 2 | Array 2
p398_i2_a3,Number of correct matches in round | Instance 2 | Array 3
p398_i3_a1,Number of correct matches in round | Instance 3 | Array 1
p398_i3_a2,Number of correct matches in round | Instance 3 | Array 2
p398_i3_a3,Number of correct matches in round | Instance 3 | Array 3
p399_i0_a1,Number of incorrect matches in round | Instance 0 | Array 1
p399_i0_a2,Number of incorrect matches in round | Instance 0 | Array 2
p399_i0_a3,Number of incorrect matches in round | Instance 0 | Array 3
p399_i1_a1,Number of incorrect matches in round | Instance 1 | Array 1
p399_i1_a2,Number of incorrect matches in round | Instance 1 | Array 2
p399_i1_a3,Number of incorrect matches in round | Instance 1 | Array 3
p399_i2_a1,Number of incorrect matches in round | Instance 2 | Array 1
p399_i2_a2,Number of incorrect matches in round | Instance 2 | Array 2
p399_i2_a3,Number of incorrect matches in round | Instance 2 | Array 3
p399_i3_a1,Number of incorrect matches in round | Instance 3 | Array 1
p399_i3_a2,Number of incorrect matches in round | Instance 3 | Array 2
p399_i3_a3,Number of incorrect matches in round | Instance 3 | Array 3
p400_i0_a1,Time to complete round | Instance 0 | Array 1
p400_i0_a2,Time to complete round | Instance 0 | Array 2
p400_i0_a3,Time to complete round | Instance 0 | Array 3
p400_i1_a1,Time to complete round | Instance 1 | Array 1
p400_i1_a2,Time to complete round | Instance 1 | Array 2
p400_i1_a3,Time to complete round | Instance 1 | Array 3
p400_i2_a1,Time to complete round | Instance 2 | Array 1
p400_i2_a2,Time to complete round | Instance 2 | Array 2
p400_i2_a3,Time to complete round | Instance 2 | Array 3
p400_i3_a1,Time to complete round | Instance 3 | Array 1
p400_i3_a2,Time to complete round | Instance 3 | Array 2
p400_i3_a3,Time to complete round | Instance 3 | Array 3
p401_i0_a0,Index for card A in round | Instance 0 | Array 0
p401_i0_a1,Index for card A in round | Instance 0 | Array 1
p401_i0_a2,Index for card A in round | Instance 0 | Array 2
p401_i0_a3,Index for card A in round | Instance 0 | Array 3
p401_i0_a4,Index for card A in round | Instance 0 | Array 4
p401_i0_a5,Index for card A in round | Instance 0 | Array 5
p401_i0_a6,Index for card A in round | Instance 0 | Array 6
p401_i0_a7,Index for card A in round | Instance 0 | Array 7
p401_i0_a8,Index for card A in round | Instance 0 | Array 8
p401_i0_a9,Index for card A in round | Instance 0 | Array 9
p401_i0_a10,Index for card A in round | Instance 0 | Array 10
p401_i0_a11,Index for card A in round | Instance 0 | Array 11
p401_i1_a0,Index for card A in round | Instance 1 | Array 0
p401_i1_a1,Index for card A in round | Instance 1 | Array 1
p401_i1_a2,Index for card A in round | Instance 1 | Array 2
p401_i1_a3,Index for card A in round | Instance 1 | Array 3
p401_i1_a4,Index for card A in round | Instance 1 | Array 4
p401_i1_a5,Index for card A in round | Instance 1 | Array 5
p401_i1_a6,Index for card A in round | Instance 1 | Array 6
p401_i1_a7,Index for card A in round | Instance 1 | Array 7
p401_i1_a8,Index for card A in round | Instance 1 | Array 8
p401_i1_a9,Index for card A in round | Instance 1 | Array 9
p401_i1_a10,Index for card A in round | Instance 1 | Array 10
p401_i1_a11,Index for card A in round | Instance 1 | Array 11
p401_i2_a0,Index for card A in round | Instance 2 | Array 0
p401_i2_a1,Index for card A in round | Instance 2 | Array 1
p401_i2_a2,Index for card A in round | Instance 2 | Array 2
p401_i2_a3,Index for card A in round | Instance 2 | Array 3
p401_i2_a4,Index for card A in round | Instance 2 | Array 4
p401_i2_a5,Index for card A in round | Instance 2 | Array 5
p401_i2_a6,Index for card A in round | Instance 2 | Array 6
p401_i2_a7,Index for card A in round | Instance 2 | Array 7
p401_i2_a8,Index for card A in round | Instance 2 | Array 8
p401_i2_a9,Index for card A in round | Instance 2 | Array 9
p401_i2_a10,Index for card A in round | Instance 2 | Array 10
p401_i2_a11,Index for card A in round | Instance 2 | Array 11
p401_i3_a0,Index for card A in round | Instance 3 | Array 0
p401_i3_a1,Index for card A in round | Instance 3 | Array 1
p401_i3_a2,Index for card A in round | Instance 3 | Array 2
p401_i3_a3,Index for card A in round | Instance 3 | Array 3
p401_i3_a4,Index for card A in round | Instance 3 | Array 4
p401_i3_a5,Index for card A in round | Instance 3 | Array 5
p401_i3_a6,Index for card A in round | Instance 3 | Array 6
p401_i3_a7,Index for card A in round | Instance 3 | Array 7
p401_i3_a8,Index for card A in round | Instance 3 | Array 8
p401_i3_a9,Index for card A in round | Instance 3 | Array 9
p401_i3_a10,Index for card A in round | Instance 3 | Array 10
p401_i3_a11,Index for card A in round | Instance 3 | Array 11
p402_i0_a0,Index for card B in round | Instance 0 | Array 0
p402_i0_a1,Index for card B in round | Instance 0 | Array 1
p402_i0_a2,Index for card B in round | Instance 0 | Array 2
p402_i0_a3,Index for card B in round | Instance 0 | Array 3
p402_i0_a4,Index for card B in round | Instance 0 | Array 4
p402_i0_a5,Index for card B in round | Instance 0 | Array 5
p402_i0_a6,Index for card B in round | Instance 0 | Array 6
p402_i0_a7,Index for card B in round | Instance 0 | Array 7
p402_i0_a8,Index for card B in round | Instance 0 | Array 8
p402_i0_a9,Index for card B in round | Instance 0 | Array 9
p402_i0_a10,Index for card B in round | Instance 0 | Array 10
p402_i0_a11,Index for card B in round | Instance 0 | Array 11
p402_i1_a0,Index for card B in round | Instance 1 | Array 0
p402_i1_a1,Index for card B in round | Instance 1 | Array 1
p402_i1_a2,Index for card B in round | Instance 1 | Array 2
p402_i1_a3,Index for card B in round | Instance 1 | Array 3
p402_i1_a4,Index for card B in round | Instance 1 | Array 4
p402_i1_a5,Index for card B in round | Instance 1 | Array 5
p402_i1_a6,Index for card B in round | Instance 1 | Array 6
p402_i1_a7,Index for card B in round | Instance 1 | Array 7
p402_i1_a8,Index for card B in round | Instance 1 | Array 8
p402_i1_a9,Index for card B in round | Instance 1 | Array 9
p402_i1_a10,Index for card B in round | Instance 1 | Array 10
p402_i1_a11,Index for card B in round | Instance 1 | Array 11
p402_i2_a0,Index for card B in round | Instance 2 | Array 0
p402_i2_a1,Index for card B in round | Instance 2 | Array 1
p402_i2_a2,Index for card B in round | Instance 2 | Array 2
p402_i2_a3,Index for card B in round | Instance 2 | Array 3
p402_i2_a4,Index for card B in round | Instance 2 | Array 4
p402_i2_a5,Index for card B in round | Instance 2 | Array 5
p402_i2_a6,Index for card B in round | Instance 2 | Array 6
p402_i2_a7,Index for card B in round | Instance 2 | Array 7
p402_i2_a8,Index for card B in round | Instance 2 | Array 8
p402_i2_a9,Index for card B in round | Instance 2 | Array 9
p402_i2_a10,Index for card B in round | Instance 2 | Array 10
p402_i2_a11,Index for card B in round | Instance 2 | Array 11
p402_i3_a0,Index for card B in round | Instance 3 | Array 0
p402_i3_a1,Index for card B in round | Instance 3 | Array 1
p402_i3_a2,Index for card B in round | Instance 3 | Array 2
p402_i3_a3,Index for card B in round | Instance 3 | Array 3
p402_i3_a4,Index for card B in round | Instance 3 | Array 4
p402_i3_a5,Index for card B in round | Instance 3 | Array 5
p402_i3_a6,Index for card B in round | Instance 3 | Array 6
p402_i3_a7,Index for card B in round | Instance 3 | Array 7
p402_i3_a8,Index for card B in round | Instance 3 | Array 8
p402_i3_a9,Index for card B in round | Instance 3 | Array 9
p402_i3_a10,Index for card B in round | Instance 3 | Array 10
p402_i3_a11,Index for card B in round | Instance 3 | Array 11
p403_i0_a0,Number of times snap-button pressed | Instance 0 | Array 0
p403_i0_a1,Number of times snap-button pressed | Instance 0 | Array 1
p403_i0_a2,Number of times snap-button pressed | Instance 0 | Array 2
p403_i0_a3,Number of times snap-button pressed | Instance 0 | Array 3
p403_i0_a4,Number of times snap-button pressed | Instance 0 | Array 4
p403_i0_a5,Number of times snap-button pressed | Instance 0 | Array 5
p403_i0_a6,Number of times snap-button pressed | Instance 0 | Array 6
p403_i0_a7,Number of times snap-button pressed | Instance 0 | Array 7
p403_i0_a8,Number of times snap-button pressed | Instance 0 | Array 8
p403_i0_a9,Number of times snap-button pressed | Instance 0 | Array 9
p403_i0_a10,Number of times snap-button pressed | Instance 0 | Array 10
p403_i0_a11,Number of times snap-button pressed | Instance 0 | Array 11
p403_i1_a0,Number of times snap-button pressed | Instance 1 | Array 0
p403_i1_a1,Number of times snap-button pressed | Instance 1 | Array 1
p403_i1_a2,Number of times snap-button pressed | Instance 1 | Array 2
p403_i1_a3,Number of times snap-button pressed | Instance 1 | Array 3
p403_i1_a4,Number of times snap-button pressed | Instance 1 | Array 4
p403_i1_a5,Number of times snap-button pressed | Instance 1 | Array 5
p403_i1_a6,Number of times snap-button pressed | Instance 1 | Array 6
p403_i1_a7,Number of times snap-button pressed | Instance 1 | Array 7
p403_i1_a8,Number of times snap-button pressed | Instance 1 | Array 8
p403_i1_a9,Number of times snap-button pressed | Instance 1 | Array 9
p403_i1_a10,Number of times snap-button pressed | Instance 1 | Array 10
p403_i1_a11,Number of times snap-button pressed | Instance 1 | Array 11
p403_i2_a0,Number of times snap-button pressed | Instance 2 | Array 0
p403_i2_a1,Number of times snap-button pressed | Instance 2 | Array 1
p403_i2_a2,Number of times snap-button pressed | Instance 2 | Array 2
p403_i2_a3,Number of times snap-button pressed | Instance 2 | Array 3
p403_i2_a4,Number of times snap-button pressed | Instance 2 | Array 4
p403_i2_a5,Number of times snap-button pressed | Instance 2 | Array 5
p403_i2_a6,Number of times snap-button pressed | Instance 2 | Array 6
p403_i2_a7,Number of times snap-button pressed | Instance 2 | Array 7
p403_i2_a8,Number of times snap-button pressed | Instance 2 | Array 8
p403_i2_a9,Number of times snap-button pressed | Instance 2 | Array 9
p403_i2_a10,Number of times snap-button pressed | Instance 2 | Array 10
p403_i2_a11,Number of times snap-button pressed | Instance 2 | Array 11
p403_i3_a0,Number of times snap-button pressed | Instance 3 | Array 0
p403_i3_a1,Number of times snap-button pressed | Instance 3 | Array 1
p403_i3_a2,Number of times snap-button pressed | Instance 3 | Array 2
p403_i3_a3,Number of times snap-button pressed | Instance 3 | Array 3
p403_i3_a4,Number of times snap-button pressed | Instance 3 | Array 4
p403_i3_a5,Number of times snap-button pressed | Instance 3 | Array 5
p403_i3_a6,Number of times snap-button pressed | Instance 3 | Array 6
p403_i3_a7,Number of times snap-button pressed | Instance 3 | Array 7
p403_i3_a8,Number of times snap-button pressed | Instance 3 | Array 8
p403_i3_a9,Number of times snap-button pressed | Instance 3 | Array 9
p403_i3_a10,Number of times snap-button pressed | Instance 3 | Array 10
p403_i3_a11,Number of times snap-button pressed | Instance 3 | Array 11
p404_i0_a0,Duration to first press of snap-button in each round | Instance 0 | Array 0
p404_i0_a1,Duration to first press of snap-button in each round | Instance 0 | Array 1
p404_i0_a2,Duration to first press of snap-button in each round | Instance 0 | Array 2
p404_i0_a3,Duration to first press of snap-button in each round | Instance 0 | Array 3
p404_i0_a4,Duration to first press of snap-button in each round | Instance 0 | Array 4
p404_i0_a5,Duration to first press of snap-button in each round | Instance 0 | Array 5
p404_i0_a6,Duration to first press of snap-button in each round | Instance 0 | Array 6
